id,tgt_text,target_keywords,allm_output,prompt,audio_sound,spoken_text,audio_only_target,speech_only_target
65,They are likely treating a wound or injury with alcohol.,"wound,injury","The speaker explicitly states, ""I'm going to use some alcohol now."" This direct statement, combined with the sound of a spray can being used, strongly indicates that the speaker is in the process of applying alcohol, likely as part of a cleaning or disinfecting task.",What are the speakers likely doing?,Scream,I'm going to use some alcohol now.,They are likely in a situation of extreme fear or pain.,They are likely preparing to clean or disinfect something.
66,They are likely defusing a bomb.,defuse a bomb,"The audio features a distinct ticking sound, which is characteristic of a clock or similar timekeeping device. This sound is present throughout the clip. Simultaneously, a male voice asks, ""Which wire should I cut?"" This question directly relates to the physical manipulation of wires, likely as part of a repair, modification, or installation process involving the ticking device. Therefore, the combination of the ticking sound and the question about cutting a wire strongly suggests that the speakers are engaged in a task involving the physical handling or modification of a clock or similar timekeeping mechanism.",What are the speakers likely doing?,Tick-tock,Which wire should I cut?,They are likely timing or measuring time.,They are likely troubleshooting or repairing an electronic device.
67,They are likely playing chess.,chess,"The audio features a distinct sound of a card being placed on a surface, followed by a clear spoken command. The command ""Check"" is a standard term used in card games to indicate the start of a game or to signal the beginning of a specific action. Therefore, based on the combination of the sound of a card being placed and the spoken command, the speakers are likely beginning a card game.",What are the speakers likely doing?,Wooden piece move,Check.,They are likely moving a wooden piece.,They are likely playing a game.
68,They are likely watching a comedy.,comedy,"The audio features a distinct sound of a sword being drawn, followed by a statement of admiration. The speaker explicitly states ""Jim Curry is a genius,"" which is the subject of the admiration. Therefore, the speaker is likely expressing their opinion about Jim Curry, possibly in a context where the sound of a sword being drawn is relevant, such as a sports commentary or a themed event.",What are the speakers likely doing?,Laugh,Jim Carrey is a genius.,They are likely having fun.,They are likely talking about movies.
69,They are likely making coffee.,coffee,"The audio features the distinct sound of liquid being poured, followed by a clear spoken phrase. The phrase ""Try these new beans"" directly identifies the item being poured and suggests the action of offering or presenting it. Therefore, based on the combination of the pouring sound and the spoken invitation, the speakers are likely presenting or offering a new type of bean.",What are the speakers likely doing?,Pour water,Try these new beans.,They are likely pouring water.,They are likely offering someone food.
70,They are likely grinding coffee beans.,coffee,"The audio features a distinct sound of a plastic bag being opened, followed by the speaker stating ""These are from Brazil."" This combination of sounds and speech strongly indicates that the speakers are in the process of opening a package or container that contains items from Brazil.",What are the speakers likely doing?,Grinder,These are from Brazil.,They are likely grinding something.,They are likely discussing the origin of some items.
71,They are likely hiking.,hiking,"The audio features the distinct sound of a heavy object being dragged across a surface, accompanied by a female voice expressing surprise or disbelief. The speaker's statement, ""You can't believe how heavy this is,"" directly describes the difficulty of the task. Therefore, based on the combination of the sound of dragging a heavy object and the speaker's reaction, it can be inferred that the speakers are engaged in the physical effort of moving a heavy item.",What are the speakers likely doing?,Birds chirping and wind blowing,You can't believe how heavy this is!,They are likely outside in nature.,They are likely lifting something heavy.
72,They are likely playing on a swing.,swing,"Based on the audio, the presence of children's laughter and sounds of play, combined with the speaker's statement ""I think we can go higher,"" strongly suggests that the speakers are engaged in an activity involving elevation or height, likely a ride or attraction. The phrase ""go higher"" directly indicates an increase in vertical position, which aligns with the sounds of excitement and movement. Therefore, the speakers are likely on a ride or attraction that involves going up.",What are the speakers likely doing?,Children laughing and playground noises.,I think we can go higher!,They are likely playing at the playground.,They are likely climbing.
73,They are likely hiking in the mountains.,"hiking,mountain","Based on the audio, the presence of bird sounds strongly suggests an outdoor environment. The speaker's statement, ""Look, the clouds are below us,"" indicates they are observing their surroundings from a vantage point above the ground. Combining these elements, the most likely activity is that the speakers are in an elevated location, such as a mountain, hill, or elevated platform, observing the landscape below them.",What are the speakers likely doing?,Birds chirping and wind blowing,"Look, the clouds are below us.",They are likely outside enjoying nature.,They are likely flying in an airplane.
74,They are likely changing a baby’s diaper.,diaper,"The audio features a distinct sound of a baby crying, followed by a female voice expressing a negative reaction. The speaker's tone is clearly one of disgust or displeasure. This combination of a crying baby and a negative verbal response strongly suggests that the speakers are engaged in a task involving the baby that is causing them frustration or annoyance.",What are the speakers likely doing?,A baby crying,Oh that stinks!,They are likely comforting a baby.,They are likely reacting to something unpleasant.
75,They are likely ordering food from a drive-thru or street vendor.,"drive-thru,street vendor","The audio features the distinct sound of a car door opening and closing, followed by a clear spoken request, ""No onions please."" This combination of sounds and speech strongly indicates that the speakers are likely interacting with someone inside a vehicle, possibly placing an order or making a request related to food or items, such as ordering food from a drive-thru or requesting a specific item (like onions) to be omitted from a package or delivery.",What are the speakers likely doing?,"Traffic noise, car horns",No onions please.,They are likely driving or walking in a busy street.,They are likely ordering food.
76,They are likely tailoring or designing clothes.,"tailor,design","The audio features the distinct sound of scissors cutting, which is immediately followed by a comment about ""red sleeves."" This combination strongly suggests that the speakers are engaged in a task involving fabric or clothing, likely cutting sleeves from a garment or fabric piece, and are evaluating the color of the sleeves. The comment ""Red sleeves look much better than blue"" indicates a comparison of sleeve colors, implying they are assessing the appearance or suitability of the sleeves for a particular purpose. Therefore, the most likely activity is cutting sleeves from fabric and evaluating their color.",What are the speakers likely doing?,Scissors cutting,Red sleeves look much better than blue.,They are likely cutting something with scissors.,They are likely discussing clothing or fashion choices.
77,They are likely at a live concert.,"live,concert","Based on the spoken instruction ""Everybody hands up"" and the accompanying sound of a group of people raising their hands, it can be inferred that the speakers are engaging in an activity that involves participants raising their hands, likely a game, exercise, or interactive session.",What are the speakers likely doing?,Rock music,Everybody hands up.,They are likely listening to rock music.,They are likely encouraging a group to raise their hands.
78,They are likely getting sunburnt.,"sunburnt,sun","The audio features the distinct sound of waves crashing, indicating proximity to a body of water. The speaker's comment, ""Look, you are so red,"" is a direct observation of someone's physical state. Combining these elements, the speaker is likely observing someone who appears to be red, possibly due to sun exposure or a reaction, while they are near the water.",What are the speakers likely doing?,"Waves crashing, faint seagulls",Look you are so red!,They are likely at the beach.,They are likely commenting on someone's flushed face.
79,They are likely fixing something.,fix,"The audio features distinct sounds of hammering and other impact noises, which are characteristic of construction or repair work. The speaker's statement, ""Hope this can hold up for tonight,"" directly relates to the physical activity being performed, indicating that the work being done is intended to be temporary or to last only until a specific time, likely the end of the day. Therefore, the combination of the sounds and the spoken content strongly suggests that the speakers are engaged in a task requiring physical effort, such as building or fixing something, with the goal of completing it by the end of the day.",What are the speakers likely doing?,Hammering,Hope this can hold up for tonight.,They are likely building something.,They are likely preparing for an event tonight.
80,They are likely going through a security check.,security check,"Based on the distinct sound of a zipper being opened and closed, combined with the spoken phrase ""Laptop, camera, or pad,"" the speakers are likely handling or organizing items within a bag or case. The zipper sound indicates physical interaction with a container, while the spoken words directly name the types of items being discussed or moved.",What are the speakers likely doing?,"Zipper, crowd","Laptop, camera, or Pad?",They are likely getting dressed in a public place.,They are likely deciding which device to use.
